,carcatvalue_2,carcatvalue_3,card2_2,card2_3,card2_4,card2_5,card_2,card_3,card_4,card_5,cardtenurecat_3,cardtenurecat_5,carown_0,carown_1,commute_4,inccat_2,inccat_3,inccat_4,inccat_5,reason_2,retire_1,spousedcat_1,spousedcat_4,total_spend_bx,actual_total_spend,pred_total_spend,Deciles
2902,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,12.303207248755637,1201.7500000000007,1005.5122408236696,9
554,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,9.859237894604771,466.80000000000035,354.77621003531783,3
415,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,11.170258655861447,787.6400000000003,431.95616795429333,5
3386,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,13.387153617231618,1760.1024000000039,958.8291591347701,9
1965,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,8.288065699766005,235.67,229.19324071340878,0
4013,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,10.798225754974672,681.66,942.0162096855113,9
2392,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,10.26517625629203,551.2100000000002,572.7344517791762,8
4878,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,9.83139041777693,461.44000000000017,468.7874550310347,6
4132,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,11.642000695663164,942.0700000000004,759.8657984258845,9
2443,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,11.037848428016547,748.4100000000003,600.467527522844,8
147,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,9.936442887738302,481.94000000000057,639.8755600683766,8
1496,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,7.926101619956696,199.34,630.4188201010743,8
723,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,8.424030062076529,250.71000000000026,380.63432690260146,4
4849,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,10.560966943656439,620.66,614.7031274196688,8
3987,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,9.101806576762174,338.58000000000027,434.0172434277013,5
1801,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,11.332473121389349,838.089999999999,488.12079689060477,6
1656,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,8.241216296564193,230.67,437.8524809016479,5
3403,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,8.868751633732842,305.7900000000001,276.8070128481965,1
4156,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,10.846571207286877,694.7000000000002,412.6503952035009,5
498,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,9.769948354313017,449.7999999999999,568.7747146351902,7
4324,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,11.156853890971854,783.5899999999998,454.3021484730641,6
2397,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,12.017880568005491,1083.0300000000002,737.9864188091024,9
1135,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,8.904826303512882,310.68000000000035,697.5049144994683,8
2419,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,10.995038273832625,736.0900000000004,786.9291831540007,9
4755,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,8.695634275127986,283.22999999999985,313.30419202814124,2
221,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,9.264525495094398,363.22,324.6196501545892,2
3695,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5.515124569561247,58.19760000000002,317.62567578447846,2
1106,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,8.988707814108098,322.3100000000003,785.1288225934481,9
724,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,10.554885194631455,619.1599999999999,404.6448772323176,5
4899,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,9.029155795043192,328.0500000000001,455.3848665116128,6
543,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,8.992255586594194,322.80999999999966,522.4502415824667,7
2400,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.388477067538302,246.69999999999973,305.80724491601865,2
152,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,7.4958134638036915,162.48999999999987,543.4239436312957,7
4544,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,9.700188521196523,436.8899999999999,830.291635495124,9
2124,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,8.487606110157406,258.0199999999999,424.73562466901774,5
4509,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,10.275336343625542,553.48,294.2433950090737,1
4043,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,11.284850750103374,823.0,552.4950637188402,7
1702,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,8.668126318552618,279.7800000000001,547.5480390198172,7
2620,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,9.988972954045177,492.4800000000001,369.5267797688049,4
4605,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,8.712710880720877,285.38999999999965,304.3441356447018,2
1751,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,10.253495018967945,548.6099999999998,387.29416723966585,4
1372,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,10.318089393089524,563.1199999999999,632.1048249402442,8
3484,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,10.500855856005636,605.9700000000005,496.5145245227773,6
2358,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.055600921705294,331.84999999999997,247.80870703495265,0
1614,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,7.3168546928376665,148.98000000000008,411.2749535111203,5
3903,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,11.522977581894159,900.8499999999998,338.5998376892332,3
1516,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,10.780455861352674,676.9200000000005,408.3885889972639,5
19,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,5.515124569561247,58.19760000000002,237.51811601539205,0
1903,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,9.139456800585096,344.1500000000001,410.8733659826472,5
3776,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,10.391034788895576,579.9000000000001,464.6811922718699,6
4595,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,10.110340731551847,517.5899999999998,614.7031274196688,8
4271,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,11.332473121389349,838.089999999999,857.7986759448219,9
3845,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,10.083908636461961,512.0300000000001,399.1170758421849,4
4746,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,12.247116516223105,1177.5700000000002,634.6564509620065,8
1043,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,10.77126689398544,674.4799999999998,407.8780304889891,5
1301,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,9.25013037531394,360.9799999999995,381.7918985671692,4
2588,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,5.963240283869698,74.41999999999999,295.5621308663717,1
377,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,9.004988712456756,324.6100000000004,232.36764448943265,0
4061,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,10.781583692824208,677.2200000000003,572.9048500385396,8
3955,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.917621424246731,198.55000000000007,260.7686172118566,0
3714,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,5.586278199199819,60.55000000000001,577.6346441240712,8
2095,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,10.619394923630095,635.2299999999992,246.4612752579806,0
706,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,13.204861755297273,1653.0799999999992,541.7953042381533,7
3958,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,5.515124569561247,58.19760000000002,222.2516719458485,0
1691,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5.515124569561247,58.19760000000002,197.13366038281978,0
3592,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,11.975693807024653,1066.3599999999994,462.4316732875369,6
4819,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,6.46954686401103,97.26999999999998,306.5896162516619,2
2911,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,9.281457558237271,365.8700000000001,583.2254967215493,8
1377,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.970891767380602,488.8300000000002,457.77345541474796,6
2868,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,10.26015013819693,550.0899999999995,393.4744143941723,4
3876,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,8.625296250241455,274.48000000000013,416.69558658666864,5
623,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,9.290931760258017,367.3600000000002,415.44305815878096,5
4379,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,8.209338104448292,227.32000000000028,335.81069245515374,3
1300,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,9.071206040067647,334.10999999999996,338.5998376892332,3
3913,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,9.11077677964521,339.9000000000001,554.0406306081946,7
4975,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.695450681935212,961.1000000000007,305.80724491601865,2
600,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,9.472044278334236,396.86000000000035,295.05325056994553,1
3416,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,9.923788398390176,479.42999999999984,422.27512755810943,5
2171,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,8.978820175417273,320.92,517.9879981470342,7
2600,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,10.0466037007373,504.27000000000015,592.2362375579157,8
4756,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,7.464460103630527,160.05,222.2516719458485,0
651,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,9.711219252922465,438.9100000000005,747.9231689159194,9
1479,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,10.066855081680494,508.46999999999946,565.8299995500095,7
2655,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,9.988972954045177,492.4800000000001,319.5047522682737,2
2688,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10.012332135716527,497.2299999999996,286.154742110198,1
2523,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.901013348447522,310.15999999999997,274.0567547908975,1
984,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,10.5342758942831,614.1000000000005,526.1786780950247,7
4112,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,13.174168059700142,1635.6200000000008,643.862478964785,8
3437,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,12.860358055056698,1465.9799999999996,521.051326794609,7
3154,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,8.093046055686113,215.45000000000027,521.051326794609,7
2765,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,8.826826994530384,300.19,404.6448772323176,5
2107,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,7.41797238366247,156.48999999999995,257.4366035912483,0
3439,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6.866672256394602,119.16999999999996,300.11980350009674,2
107,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,9.822919299136338,459.82000000000045,543.054008323215,7
2745,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,9.618685313821004,422.21000000000015,363.3539326676491,4
3510,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,9.731798701578303,442.70000000000005,704.3498185281328,9
3466,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,9.584501791793015,416.1799999999997,381.8505642146601,4
503,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,12.270850377574618,1187.7499999999989,547.5338450491786,7
1407,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.469588276633877,255.92999999999998,286.154742110198,1
2550,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,9.850383606247073,465.0899999999996,424.34036468706586,5
4812,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,11.774208044639662,989.7400000000008,396.4338079800759,4
2491,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,8.915721689886906,312.17,283.49130624630754,1
4646,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,9.729038244390035,442.1899999999998,688.8518732106802,8
4049,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,11.69703762103029,961.6700000000002,519.657073762779,7
4382,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,8.05709836529088,211.8899999999999,338.5998376892332,3
3626,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,10.547895901761326,617.4400000000007,361.2843999081842,4
2779,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,9.50241325252238,402.0,539.9288267985421,7
431,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,8.393649881479027,247.28000000000011,448.86330294758557,6
881,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9.245358027729337,360.23999999999967,277.7630619183104,1
3897,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,9.7512071668244,446.30000000000007,365.4717688987763,4
162,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,8.253668413724302,231.99000000000004,300.11980350009674,2
1992,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,10.042293792251776,503.3799999999999,372.60870101273196,4
3791,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,9.718077804008141,440.16999999999973,664.2111051403434,8
4220,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,10.825461010130324,688.9800000000004,569.6357913210658,7
2959,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,11.22537045333735,804.4800000000008,725.1465153020905,9
965,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,9.47578460197847,397.4899999999999,592.2362375579157,8
923,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,9.266639773563627,363.5500000000001,747.9231689159194,9
4018,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,10.279890049733316,554.5000000000007,431.5481872602315,5
2075,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,9.645598390730042,427.0100000000005,458.54620552010044,6
1005,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,12.033529138156851,1089.2699999999998,630.4188201010743,8
2394,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,9.65005868216025,427.80999999999995,409.82522086180404,5
3675,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,9.715521424682818,439.6999999999999,552.4950637188402,7
3551,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,10.155877430320343,527.2899999999995,224.1007729344866,0
1030,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,6.99431127955977,127.05000000000005,212.4071628960493,0
2792,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,11.07553056087935,759.4000000000003,469.84165907302094,6
919,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,6.532270913781863,100.47999999999998,362.50221072975387,4
663,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,9.73898474604932,444.02999999999986,257.9492652062625,0
4592,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.84661781218225,192.0399999999999,272.35763955199474,1
4193,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.312459676637992,238.30999999999995,266.0621273082139,1
1762,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,13.03648660687274,1559.2299999999993,611.6611721763471,8
281,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,9.676340270406072,432.55,441.94404626014534,5
761,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.498374242144845,605.3699999999995,277.7630619183104,1
2209,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,9.339935238471657,375.14999999999975,404.20611530255513,5
2194,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,10.074005072046113,509.95999999999987,747.9231689159194,9
3024,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,7.94977885442953,201.56000000000003,251.71414892179342,0
4500,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,10.51524898613549,609.4600000000008,698.2196344514927,8
1163,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,12.058646121944713,1099.3500000000004,454.3529965424499,6
1252,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,8.791655264286591,295.5599999999997,338.5998376892332,3
2049,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,8.886370697588553,308.1699999999999,305.76139329563824,2
620,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.522477126323635,900.6799999999997,286.154742110198,1
2972,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,9.33875044759752,374.95999999999964,334.7256981255392,3
133,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,10.097060172434402,514.7899999999998,360.6001894926153,3
3970,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,9.50540834636613,402.51,510.0265734688899,7
3789,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.986790056137886,322.04,497.89286320893643,6
3291,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11.234858269850642,807.410000000001,440.51584579727154,5
2981,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,8.204257866850586,226.79000000000005,240.1760916445553,0
1613,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,12.196336397329045,1156.0399999999997,805.5148267871981,9
2563,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6.750400969010811,112.36,265.0391748237718,1
3262,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,9.418653798842673,387.9599999999999,366.676765163301,4
4724,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,8.846224775411825,302.7700000000003,317.62567578447846,2
3043,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,10.021036460973265,499.00999999999993,561.7689793168046,7
1087,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,9.459897751431864,394.8200000000001,481.0874014009102,6
904,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,7.612463771161711,171.84999999999994,338.5998376892332,3
39,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,9.712036630886205,439.05999999999995,369.5267797688049,4
1092,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,8.969324935200019,319.59000000000015,331.23036889139945,3
4203,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,10.416636703423098,585.8899999999993,348.49997710762045,3
2466,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,12.458223396066918,1270.8000000000004,1168.222894409279,9
1581,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,10.292264800278202,557.2799999999999,459.36084638322063,6
1552,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,7.62569185985082,172.94000000000005,282.994559371256,1
3659,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.27514432568556,364.8800000000001,467.78706039604725,6
659,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,11.000143474603712,737.549999999999,506.25852555633475,7
3397,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,8.614846253754319,273.2,232.36764448943265,0
4967,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,9.890343029957391,472.85,483.6662608159705,6
411,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,10.417998098817657,586.2099999999998,327.55019626082907,3
765,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,9.754482526483269,446.9099999999995,261.59393259808786,0
4639,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,11.592917635130592,924.8800000000002,416.8705884997832,5
4754,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,10.43901873370369,591.1700000000001,454.69318609616033,6
1585,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,10.151122957967209,526.27,366.676765163301,4
1901,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,11.678892943483564,955.1699999999996,809.9168071841864,9
2202,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,10.337438891101115,567.53,321.65211626921734,2
4003,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,6.685394784905452,108.7,288.54043719625554,1
3112,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.901006979612959,197.01000000000022,231.2945667388023,0
701,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,10.279979266334497,554.5199999999994,385.00883815703105,4
4826,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,10.493984903697775,604.3099999999997,385.1329873601964,4
1224,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10.1763432939807,531.6999999999994,507.1085831046498,7
1351,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,11.107054890729238,768.6999999999992,578.6718638246833,8
2050,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,9.847374063134216,464.51000000000005,463.14395212494577,6
2487,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.991901021263306,322.75999999999993,272.35763955199474,1
4228,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,10.306841597828603,560.5699999999996,431.4858559289412,5
2000,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,12.989966692077632,1534.12,852.1896365718394,9
2535,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,7.797337759634106,187.62999999999994,404.6448772323176,5
346,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,9.450572901107341,393.25999999999965,270.21245690630843,1
4638,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,8.2889939695099,235.77000000000012,319.5576947568873,2
560,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,11.149580645900805,781.3999999999999,304.7207396835553,2
2610,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,9.66262051384524,430.06999999999954,493.76350326518985,6
3711,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,10.71406648955567,659.4599999999997,341.27652079945636,3
